Name|Description|Website|Keywords|Categories|People|Address|City|State|Zipcode|Phone Number|Email
Cougar Sunglasses Inc|Welcome to Cougar Sunglasses. We are delighted to introduce our 2018 eyewear on our updated website. Since 1983, we have set the standard for sunglass excellence. We have consistently combined the hottest styles, exceptional quality and pricing that is unmatched at our quality level.|http://www.cougarsunglasses.com|manufacturers, importers, private label, drop ship, cougar, sunglasses, reading glasses, reader, eyewear, displays, excellence, hottest styles, quality, closeouts, convenience, sports metal, contemporary, distinctive, comfort, fashion, life style, women, men, active sports, uva rays, uvb rays, biking, fishing, protection, enhance vision, lenses, polarized lens, optical, tac1, spring hinges, classic fashion, tr90, safety glasses, bikers glasses, party glasses, flame, children sunglasses, elite sports, clip on, matching case, magnifying, powers, increments, frames, sun readers, blink, crystal, polycarbonate polarized, bifocal, rhinestone, pearls, adjustable temples, hi-definition copper, accessories case, chain display, flip-up, floating cord, visor clip, junior, counter display, polycarbonate reader, smoke lens, night drive, clear lens, computer lens, revo lens, blue lens, rose lens, ground and polished lens, flat lens, anti fog lens, soft touch, camo, tinted, mirrored lens, color lens|Sunglasses / Eyewear, Women's Apparel, Travel Size / Over-the-Counter, General Merchandise, General Gifts|Patrick Kao|5655 Forney Dr|Houston|TX|77036|(713) 780-4060|cougarsunglasses@yahoo.com
Counterart/Thirstystone|Home Decor and decorative kitchen accessories to include Place Mats, Cutting Boards, Lazy Susans, Coasters, Decorative Signs and more. Most made in the USA We also offer discontinued, first quality product at a discounted price.|http://www.conimar.com|home dãƒâ©cor, kitchen accessories, place mats, cutting boards, lazy susans, coasters, decorative signs, garden flags, floor mats|General Gifts, Interior Décor (Curtains, Wall Art, etc.), Kitchen / Tabletop / Cookware / Cutlery / Small Appliances, Made in the USA, Christmas|Eric Robinson|||||(877) 395-3473|csr@highlandwoodcrafters.com
Cpb Trading Inc.|We are family-owned, and sell all kinds of toys, summer and winter hats, umbrellas, general merchandise, and seasonal and holiday products.|https://www.cpbtrading.com/|toys, summer hats, winter hats, umbrellas, general merchandise, seasonal products, holiday products|Hats / Scarves, General Merchandise, General Gifts, Christmas, Toys / Figures|Peter Luo|4321 Exchange Ave|Vernon|CA|90058|(323) 588-9988|
Cpg Distribution||beta.connexforquickbooks.com|canned goods, food products, hot sauce, candy, hispanic groceries||Shekib Jalili|6415 FLEET ST|Commerce|CA|90040|(562) 419-6142|cpgdistributor@gmail.com
Crazy Socks|Novelty & licensed socks for the best prices and great quality|http://oddsoxofficial.com|socks, sox, hosiery, novelty, gift, convenience, licensed socks|Undergarments / Hosiery / Socks, General Gifts|Ali Akar||||||
Creative Group|With more than 25 years of experience in the eyewear & accessories industry, Creative Group has been one of the most trustworthy wholesale company that supplies fashion sunglasses and reading glasses, premium sun readers, blue-light protection readers, computer glasses and more. While specializing in trend forecasting, we present both seasonal collections that meet the fashion market and forever-classic styles that last for a long run.|http://www.creativeeyeglasses.com|sunglasses, reading glasses, readers, sunreaders, sun readers, blue light protection readers, blue light blocker glasses, anti reflection glasses, blue light, sunreader, kid glasses, kid sunglasses, clear glasses, computer glasses, computer readers, scarves with premium design, quality, eyewear, shades|Hats / Scarves, Sunglasses / Eyewear, Baby / Kids Products, Sporting Goods|James Voon, Christelle Zhang||||||
Crest Wholesale|We will find your product manufacturer, agree on the best price, organize quality control and deliver to your address at the world’s lowest price.|https://supplyleader.com/|||Shah Khan|5830 E 2nd St|Casper|WY|82609||support@supplyleader.com
Crystal Promotions Inc.|In business since 1980, Crystal Promotions is one of the largest distributors of small appliances, housewares, air care, personal care items in the country. We carry in-line products, but what we really love to do is buy and sell closeouts, excess and refurbished items.|http://www.crystalpromotion.com|small appliances, housewares, air care closeouts|Kitchen / Tabletop / Cookware / Cutlery / Small Appliances|Howard Abravanel|3030 E Vernon Ave|Los Angeles |CA|90058|(323) 587-9500|sales@crystalpromotion.com
Css Inc.|CSS, Inc. specializes in buying and selling new, closeout, overstock, liquidation, shelf pull and discontinued inventory. With 30+ years of experience, our knowledge and product supply chain is second to none.|http://www.cssincusa.com|closeouts, as seen on tv, electronics, appliances, housewares, toys, seasonal, sporting goods, apparel, general merchandise|General Merchandise, Kitchen / Tabletop / Cookware / Cutlery / Small Appliances, Outdoor Living / Décor, Hardware / Tools|Sara Nelson|35 Love LN|Netcong|NJ|07857|(973) 364-1118|ecommerce@cssincusa.com
Cutie Pop Nail Shop|We are a mommy and me owned little shop established in 2018, the year my “Cutie Pop” was born. As a first-time mom, navigating the ups and downs of motherhood is quite challenging and frustrating at times. Between snacks and naps, dirty diapers and food in your hair, your day is gone in a flash. Every once in a while I need a little “pick me up” and that’s where Cutie Pop Nail Shop comes in. If you’re like me and either don’t know how to paint your nails, or don’t have time to go out for a mani, then you’ll find these nail polish wraps perfect.|https://www.cutiepopnailshop.com/|||Tam Sio||||||info@cutiepopnailshop.com
D & B Pashmina|Our company specializes in supplying and distributing stylish accessories for all ages and genders. We offer a variety of products, including scarves, hats, gloves, socks, sunglasses, and more.|https://www.dbpashmina.com|scarf, hat, gloves, pashmina, socks|Hats / Scarves, Kids / Baby Apparel, Men's Apparel, Women's Apparel|Eric Zhang|5207 Flushing Ave|Maspeth|NY|11378|(929) 653-5539|info@dbpashmina.com
D-L Incentives|Family owned business celebrating over 50 years in business. Specializing in Licensed and Nationally known Branded Apparel, Caps and Accessories.|http://www.dlincentives.com|licensed apparel, branded apparel, licensed caps, branded caps, licensed accessories, branded accessories|Men's Apparel, Undergarments / Hosiery / Socks, Collegiate / Major League Sports|Sam Ganglani|45 Congress St. Suite #4|Salem|MA|01970|(978) 741-4077|info@dlincentives.com
D.A. International|Good Time Foam Plates|http://www.goodtimeproducts.com||Dollar Store Items, Made in the USA|Aaron Flynn|||||(619) 990-1063|aflynn@daint.com
Dahdoul Textiles Inc|Dahdoul Textiles Inc. is a Home Decor & Area Rug Leader, Price, Quality & Style is what we deliver to our retailer's that leads them to greater Profit's.|https://shop.dahdoulinc.com/|home decor, area rugs, spc flooring, licensed products, blanket, sheet set, comforter, bedspread, curtain, bath products, mats, pillows, towels|Dollar Store Items, Bed / Bath, Interior Décor (Curtains, Wall Art, etc.)|Imad Dahdoul|7200 Bandini Boulevard|Commerce|CA|90040|(323) 837-1030|
Daiwa By U. S. Jaclean, Inc.|Established in 1982 & Headquartered in Gardena, CA. We offer an assortment of high quality health & wellness products. Our best sellers Daiwa by U.S. Jaclean, Inc. luxury massage chair collection., Sold nationwide & offered by businesses at airports & spas. We pride ourselves with great costumer service. We look forward to meeting you at the show! Come by our booths & try our latest luxury massage chairs for a better guest & business experience. You can also find us at www.daiwamassagechairs.com & www.facebook/daiwamassagechair.|https://www.daiwamassage.com||General Gifts, Wedding / Bridal, Furniture / Lamps / Lighting, Interior Décor (Curtains, Wall Art, etc.)|Patty Rodriguez, Amber Quintal|1816 West 135th Street|Gardena|CA|90249|(833) 542-1918|
Dalton Rug Source|Area Rug Manufacturer. Second generation. Direct from Factory to retailer. There is no middleman or sales commission. We specialize in chain store supply chain programs. We offer inline continuous programs as well as seasonal promos. We also serve the closeout industry with deep discounts to clear out inventory. Our main business focus is supplying price and volume to our customers. We can meet your needs in pricing. Direct contact (770) 940-414 Factoty direct bound rugs. 100% Made in the USA. Plush Rugs, Commercial Rugs, Runners, and Door Mats|http://www.daltonrugsource.com||Closeouts / Liquidation, General Merchandise, Bed / Bath, Interior Décor (Curtains, Wall Art, etc.), Outdoor Living / Décor|Yulian Paramo||||||
Darice Inc.|Darice is proud to serve a variety of industries. You can find our Hundreds of New products in independent retail stores, grocery stores, hardware stores and more. We also make our products available to non-profits, educational professionals and makers. How can Darice serve you?|http://www.darice.com|darice, toys, crafts, school supplies|Closeouts / Liquidation, Art / Craft / Hobby, Office / School Supplies, Christmas, Games / Puzzles|Harvey Schwartz|999 South Grand Street|Hammonton|NJ|08037|(929) 324-6651|sales@darice.com
Darielle Llc|Perfume, and Cosmetics wholesaler for 15 years|https://www.darielleperfumeandcosmetics.com|fragrance, perfume, cosmetics, skincare|Cosmetics / Nails / Hair Products, Fragrance / Perfume|Brian Oberlender|6990 NW 25th St|Miami|FL|33122|(305) 448-3252|info@dariellellc.com
Das Companies, Inc|Privately held, DAS Companies, Inc., designs, imports, and distributes truck & auto supplies, travel gear, and mobile electronics that offer safety, convenience, comfort and connectedness to on-the-go consumers, through a series of channel partnerships, including: Travel Centers, Convenience Stores, Heavy Duty Trucking, Electronic & Specialty Retailers.|http://www.dasinc.com|auto, travel, mobile, electronics, truck, supplies,|Travel Size / Over-the-Counter, Automotive, Luggage / Travel Accessories|Alex Sahd, Travis Binkle|724 Lawn Road|Palmyra|PA|17078|(800) 706-0421|customerservice@dasinc.com
Dazafusion||http://www.ergode.com|acquisition brands, spa, self-care, pampering, aromatherapy, stress relief, nursing, heat therapy, cold therapy, sports recovery, arthritis pain relief, therapeutic blend of herbs, mindfulness, natural healing, holistic health, neck and should relief, back relief, reusable cups by red cup, outdoor essentials, red party cup, drinkware, party supplies, hydration, water bottle, baby teether, baby accessory. soothing gum newborns, infants, baby shower, bridal shower, gift ideas, giant games, outdoor games, party games, tutus, hangars, luggage racks, show racks, storage, organizer, sports, soccer, soccer apparel||Rosa Daza||||||
Dc Wholesale|BRANDED license overstock products in all categories|http://www.dcwholesales.com|branded, license, overstock, products, general merchandise, home goods, apparel, accessories, purses, bras, socks, hosiery|Baby / Kids Products, Closeouts / Liquidation, Dollar Store Items, General Merchandise, Bed / Bath|Richard Kim||||||
De Blossom Collection|Founded in 2003, Blossom Footwear Inc. has built a brand on the trust and mutual benefit of their customers. Today, the company continues to live up to its reputation as the best source of women's special occasion shoes.|http://www.blossomfootwear.com|high heels, mid heels, low heels, flats, sneakers, rhinestones||Emily Chi, Benjamin Ma||||||
De Leon Collections|Indoor and outdoor decor including kitchen, bath, lamps, small furnitures, signs, figures, garden decors, etc. Featuring Western, Inspirational, Country, Bears, Hunting and Fishing, American Southern, and more. Newly added bedding including quilt and fleece blanlets; and canvas wall paint and prints.|http://www.deleoncollections.com|bears, wildlife, hunting and fishing, western, southwest, crosses, bathroom accessories, kitchen accessories, drawer pulls, textile, bedding, window treatments, floor lamps, desk lamps, accent furniture, figures, farm, coastal, switch cover plates|General Gifts, Bed / Bath, Furniture / Lamps / Lighting, Interior Décor (Curtains, Wall Art, etc.), Outdoor Living / Décor|David Lien||||||
